City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
346,Souillac,MU,-20.5167,57.5167,73.78,83,40,9.31,light rain
347,Mikkeli,FI,61.6886,27.2723,66.31,59,49,4.61,scattered clouds
348,Cherskiy,RU,68.75,161.3,62.47,45,100,15.17,overcast clouds
349,The Valley,AI,18.217,-63.0578,84.81,70,40,17.27,scattered clouds
350,Ust-Tsilma,RU,65.441,52.1498,42.08,55,7,9.51,clear sky
351,Cajamarca,PE,-7.1638,-78.5003,64.27,67,79,2.84,light rain
352,Jiuquan,CN,39.7432,98.5174,62.83,25,5,4.32,clear sky
353,Sadovoye,RU,47.7764,44.5089,61.83,82,100,7.43,overcast clouds
354,Pokaran,IN,26.9167,71.9167,92.91,36,2,22.01,clear sky
355,Torbay,CA,47.6666,-52.7314,47.28,92,90,20.71,overcast clouds
356,Andenes,NO,69.3143,16.1194,60.08,66,9,4.61,clear sky
357,Kalmunai,LK,7.4167,81.8167,82.15,74,100,3.49,overcast clouds
358,Rabo De Peixe,PT,37.8,-25.5833,67.51,77,40,5.77,scattered clouds
359,Williams Lake,CA,52.1415,-122.1445,55.22,38,90,3.0,overcast clouds
360,Shelburne,CA,44.0787,-80.2041,89.56,60,7,12.59,clear sky
361,Chizhou,CN,30.6578,117.4831,70.07,75,100,2.59,overcast clouds
362,Sandakan,MY,5.8402,118.1179,77.04,89,100,2.66,overcast clouds
363,Edea,CM,3.8,10.1333,74.77,96,100,2.26,overcast clouds
364,Nisia Floresta,BR,-6.0911,-35.2086,79.18,84,24,10.63,few clouds
365,Unirea,RO,44.15,23.1833,69.24,67,23,8.3,few clouds
366,Yelizovo,RU,53.1873,158.3805,42.94,100,90,2.24,light rain
367,Shellbrook,CA,53.2168,-106.4011,54.63,68,100,15.48,moderate rain
368,Tikapur,NP,28.5,81.1333,86.88,34,0,4.23,clear sky
369,Nuuk,GL,64.1835,-51.7216,45.21,87,90,9.22,light snow
370,Carutapera,BR,-1.195,-46.02,81.28,84,9,5.28,clear sky
371,Monte Patria,CL,-30.6919,-70.9467,70.66,45,100,4.94,overcast clouds
372,Ust-Maya,RU,60.4167,134.5333,57.81,87,88,4.72,overcast clouds
373,Asau,RO,46.4333,26.4,60.28,84,6,3.87,clear sky
374,Qui Nhon,VN,13.7667,109.2333,81.3,79,100,5.41,overcast clouds
375,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,78.6,57,37,3.94,scattered clouds
376,Garmsar,IR,35.2182,52.3409,93.69,8,0,16.11,clear sky
377,Westport,US,41.1415,-73.3579,96.62,42,1,1.01,clear sky
378,Esmeraldas,BR,-19.7625,-44.3139,76.06,52,100,6.13,overcast clouds
379,Bonaventure,CA,48.0457,-65.4926,70.39,63,100,10.51,overcast clouds
380,Villagarzon,CO,1.0375,-76.6267,78.1,93,100,2.39,overcast clouds
381,Ichchapuram,IN,19.1167,84.7,85.73,75,100,13.2,overcast clouds
382,Ntcheu,MW,-14.8203,34.6359,52.72,88,28,6.24,scattered clouds
383,Sinnamary,GF,5.3833,-52.95,76.57,90,100,9.78,overcast clouds
384,Aktau,KZ,43.65,51.2,66.78,62,0,9.17,clear sky
385,Terrell,US,32.736,-96.2753,88.03,61,1,12.66,clear sky
386,Tarakan,ID,3.3,117.6333,81.45,74,100,2.86,overcast clouds
387,Cidreira,BR,-30.1811,-50.2056,63.41,79,100,10.76,moderate rain
388,Marrakesh,MA,31.6315,-8.0083,93.27,31,20,11.5,few clouds
389,Marquette,US,46.5333,-87.6335,89.04,42,100,13.4,overcast clouds
390,Touros,BR,-5.1989,-35.4608,77.9,79,38,13.73,scattered clouds
391,Mujiayingzi,CN,42.1167,118.7833,62.47,50,100,5.14,overcast clouds
392,Coihaique,CL,-45.5752,-72.0662,47.01,71,75,8.05,broken clouds
393,Sungaipenuh,ID,-2.0833,101.3833,62.46,97,51,1.41,broken clouds
394,Kulu,TR,39.0951,33.0799,60.46,38,0,3.96,clear sky
395,Port Macquarie,AU,-31.4333,152.9167,46.38,67,0,5.41,clear sky
396,Nanortalik,GL,60.1432,-45.2371,46.29,66,100,14.43,overcast clouds
397,Lazaro Cardenas,MX,17.9583,-102.2,88.83,58,52,11.43,broken clouds
398,Talara,PE,-4.5772,-81.2719,77.76,65,40,10.36,scattered clouds
399,Marienburg,PL,54.0359,19.0266,62.26,77,100,5.3,overcast clouds
400,Cayenne,GF,4.9333,-52.3333,84.24,81,20,3.0,few clouds
401,Baiyin,CN,36.5583,104.2081,54.48,48,99,10.16,overcast clouds
402,Phonhong,LA,18.5007,102.4166,75.92,97,100,1.39,light rain
403,Wilmington Island,US,32.0036,-80.9737,84.24,54,100,4.0,overcast clouds
404,Nouadhibou,MR,20.931,-17.0347,69.78,73,40,23.02,sand
405,Port Hardy,CA,50.6996,-127.4199,53.78,82,90,12.66,light rain
406,Dharmavaram,IN,14.4333,77.7167,83.05,65,94,14.0,overcast clouds
407,Kenai,US,60.5544,-151.2583,62.69,48,1,6.91,clear sky
408,Huntington,US,38.4193,-82.4452,88.21,68,1,1.01,clear sky
409,Bayan,CN,46.0833,127.4,52.79,93,7,3.96,clear sky
410,Walvis Bay,NA,-22.9575,14.5053,75.09,24,0,5.79,clear sky
411,Lianran,CN,24.9227,102.485,63.14,95,56,3.44,moderate rain
412,Ulladulla,AU,-35.35,150.4667,52.88,80,100,5.1,overcast clouds
413,Ozernovskiy,RU,51.5,156.5167,43.75,92,100,4.52,light rain
414,Zanjan,IR,36.6736,48.4787,67.84,19,0,8.72,clear sky
415,Upata,VE,8.0086,-62.3989,83.44,60,82,8.14,broken clouds
416,Hami,CN,42.8,93.45,68.25,13,0,13.09,clear sky
417,Malibu,US,34.005,-118.8101,81.45,77,29,5.01,scattered clouds
418,Salalah,OM,17.0151,54.0924,84.29,89,40,9.22,scattered clouds
419,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,59.4,93,100,4.94,overcast clouds
420,Safakulevo,RU,54.9901,62.5442,57.81,55,60,7.05,broken clouds
421,Santana Do Matos,BR,-5.9575,-36.6556,86.31,51,99,15.46,overcast clouds
422,Locri,IT,38.2414,16.2623,75.38,62,100,4.32,overcast clouds
423,Somerton,US,32.5964,-114.7097,100.0,11,1,7.78,clear sky
424,Agadez,NE,19.75,10.25,95.11,10,100,11.59,overcast clouds
425,Pombas,CV,17.1503,-25.0201,74.98,77,27,14.27,scattered clouds
426,Koungou,YT,-12.7336,45.2042,78.51,73,0,12.64,clear sky
427,Sehithwa,BW,-20.4667,22.7167,53.85,50,0,7.38,clear sky
428,College,US,64.8569,-147.8028,65.46,54,75,6.91,broken clouds
429,Merrill,US,45.1805,-89.6835,86.81,42,1,10.36,clear sky
430,Padang,ID,-0.9492,100.3543,76.05,80,25,3.76,scattered clouds
431,Kandalaksha,RU,67.162,32.4123,52.93,47,8,5.48,clear sky
432,Comodoro Rivadavia,AR,-45.8667,-67.5,53.46,43,0,13.8,clear sky
433,Kharovsk,RU,59.9642,40.1912,60.66,72,17,4.27,few clouds
434,Tuy Hoa,VN,13.0833,109.3,80.29,79,100,6.17,overcast clouds
435,Edmundston,CA,47.3737,-68.3251,77.68,48,20,3.44,few clouds
436,Avera,US,33.194,-82.5271,91.71,41,100,4.47,overcast clouds
437,Shar,KZ,49.5886,81.0453,52.41,82,2,4.47,clear sky
438,Toccoa,US,34.5773,-83.3324,87.04,64,40,4.61,scattered clouds
439,Erzurum,TR,40.0,41.5,51.48,65,5,5.28,clear sky
440,Hualmay,PE,-11.0964,-77.6139,69.98,67,36,10.18,scattered clouds
441,Gat,IL,31.61,34.7642,73.81,66,0,4.03,clear sky
442,Cruzeiro Do Sul,BR,-29.5128,-51.9853,62.53,92,100,4.88,overcast clouds
443,Loukhi,RU,66.0764,33.0381,53.69,48,18,4.63,few clouds
444,Camacha,PT,33.0833,-16.3333,65.16,68,40,12.66,scattered clouds
445,Mino,JP,34.8269,135.4706,69.42,80,100,2.46,overcast clouds
446,Lokosovo,RU,61.1333,74.8167,43.29,70,3,5.82,clear sky
447,Nhamunda,BR,-2.1861,-56.7131,92.64,44,100,6.6,overcast clouds
448,Mancora,PE,-4.1078,-81.0475,77.58,66,95,16.44,overcast clouds
449,Susangerd,IR,31.5608,48.1831,104.02,9,0,12.3,clear sky
450,Anadyr,RU,64.75,177.4833,46.9,57,75,10.22,broken clouds
451,Sola,VU,-13.8833,167.55,80.13,74,76,15.7,broken clouds
452,Almeirim,BR,-1.5233,-52.5817,86.79,62,87,2.19,overcast clouds
453,Biak,ID,-0.9131,122.8766,75.34,75,90,4.27,overcast clouds
454,Segezha,RU,63.7415,34.3222,50.74,55,10,10.8,clear sky
455,Ola,RU,59.5833,151.2833,44.89,84,68,0.78,broken clouds
456,Norfolk,US,42.1668,-71.2495,95.31,41,1,1.99,clear sky
457,Vardo,NO,70.3705,31.1107,43.0,65,20,9.22,few clouds
458,Joaima,BR,-16.6542,-41.0306,78.31,58,99,5.77,overcast clouds
459,Santa Helena De Goias,BR,-17.8136,-50.5969,84.96,33,100,1.68,overcast clouds
460,Imeni Poliny Osipenko,RU,52.4201,136.4853,41.68,96,100,5.5,light rain
461,Metro,ID,-5.1131,105.3067,74.34,92,99,5.68,overcast clouds
462,Lapeer,US,43.0514,-83.3188,89.64,35,40,8.05,scattered clouds
463,Ornskoldsvik,SE,63.2909,18.7153,66.02,72,20,3.0,few clouds
464,Hendaye,FR,43.3717,-1.7738,68.27,82,20,2.3,few clouds
465,El Castillo,MX,19.5333,-96.85,84.11,48,17,5.77,few clouds
466,Bassano,CA,50.7834,-112.4685,61.95,35,30,8.34,scattered clouds
467,Paso Del Macho,MX,18.9667,-96.7167,86.22,41,87,4.9,overcast clouds
468,Narva,EE,59.3772,28.1903,55.49,85,4,4.05,clear sky
469,North Bend,US,43.4065,-124.2243,66.97,60,20,9.22,few clouds
470,Mitsamiouli,KM,-11.3847,43.2844,78.57,69,13,14.14,few clouds
471,Palmeiras De Goias,BR,-16.805,-49.9258,86.14,30,100,2.68,overcast clouds
472,Tulle,FR,45.3333,1.8333,63.19,72,93,4.83,overcast clouds
473,Bilibino,RU,68.0546,166.4372,60.84,48,6,4.74,clear sky
474,Abha,SA,18.2164,42.5053,75.02,27,0,0.83,clear sky
475,Tiznit,MA,29.5833,-9.5,72.64,54,100,5.66,overcast clouds
476,La Ronge,CA,55.1001,-105.2842,61.05,59,75,6.91,broken clouds
477,Korla,CN,41.7597,86.1469,73.87,37,87,10.96,overcast clouds
478,Santiago,CL,-33.4569,-70.6483,67.21,50,75,4.61,haze
479,Goderich,CA,43.7501,-81.7165,87.21,45,19,10.36,few clouds
480,San Andres,CO,12.5847,-81.7006,87.82,74,40,16.11,scattered clouds
481,Saurimo,AO,-9.6608,20.3916,64.81,49,19,5.3,few clouds
482,Deputatskiy,RU,69.3,139.9,35.82,79,7,3.0,clear sky
483,Zhangye,CN,38.9342,100.4517,62.91,46,83,4.85,broken clouds
484,Fasa,IR,28.9383,53.6482,88.84,13,0,9.22,clear sky
485,Ostersund,SE,63.1792,14.6357,61.61,82,90,3.44,overcast clouds
486,Baykit,RU,61.67,96.37,30.88,80,1,2.28,clear sky
487,Labuhan,ID,-6.8844,112.2051,78.39,85,34,4.92,scattered clouds
488,Chandbali,IN,20.7833,86.7667,86.74,71,72,14.16,broken clouds
489,Kitimat,CA,54.0524,-128.6534,53.91,87,100,0.6,overcast clouds
490,Palimbang,PH,6.2106,124.1894,80.19,71,100,3.33,overcast clouds
491,Szob,HU,47.8192,18.8702,72.72,78,0,1.48,clear sky
492,Faya,SA,18.3851,42.4509,73.92,54,13,1.14,few clouds
493,Luanda,AO,-8.8368,13.2343,77.0,83,20,9.22,few clouds
494,Lianyuan,CN,27.6883,111.6642,71.85,81,98,1.03,overcast clouds
495,Portsmouth,GB,50.799,-1.0913,68.49,89,18,3.0,few clouds
496,Douglas,US,41.3,-96.167,85.24,60,75,11.01,broken clouds
497,Ucluelet,CA,48.9329,-125.5528,55.09,90,100,14.27,light rain
498,Te Anau,NZ,-45.4167,167.7167,36.72,94,20,1.34,few clouds
499,Bagdarin,RU,54.4333,113.6,55.29,83,100,3.0,overcast clouds
500,Severomuysk,RU,56.1481,113.4267,37.58,95,100,7.52,light rain
501,Herat,AF,34.5,62.0,82.35,27,0,12.95,clear sky
502,Fortuna Foothills,US,32.6578,-114.4119,99.21,10,1,1.01,clear sky
503,Artigas,UY,-30.4,-56.4667,60.57,58,100,14.63,overcast clouds
504,Matay,EG,28.419,30.7792,79.93,29,0,19.35,clear sky
505,Yuxia,CN,34.0615,108.6291,74.01,32,51,9.15,light rain
506,Dunedin,NZ,-45.8742,170.5036,44.8,87,91,3.15,overcast clouds
507,Chitipa,MW,-9.7024,33.2697,55.31,98,22,4.81,few clouds
508,Liverpool,GB,53.4106,-2.9779,67.95,62,0,5.01,clear sky
509,Podgornoye,RU,51.735,39.1496,59.22,94,75,4.63,broken clouds
510,Takoradi,GH,4.8845,-1.7554,80.38,79,7,10.63,clear sky
511,Ketchikan,US,55.3422,-131.6461,52.27,82,90,12.66,light rain
512,Maningrida,AU,-12.0667,134.2667,65.97,91,8,7.78,clear sky
513,Sabang,ID,5.8933,95.3214,83.14,72,100,21.56,overcast clouds
514,Sangar,RU,63.9242,127.4739,44.42,84,100,2.91,light rain
515,Esfarayen,IR,37.0765,57.5101,65.86,43,0,5.3,clear sky
516,Penha,BR,-26.7694,-48.6458,70.72,78,75,11.54,light rain
517,Bafoulabe,ML,13.8065,-10.8321,103.8,19,0,1.48,clear sky
518,Beringovskiy,RU,63.05,179.3167,34.74,99,100,4.21,light rain
519,Lata,PT,40.1629,-8.3327,76.05,58,0,5.35,clear sky
520,Mocuba,MZ,-16.8392,36.9856,61.34,97,76,3.76,broken clouds
521,Pafos,CY,34.7667,32.4167,69.71,78,0,4.61,clear sky
522,Abu Samrah,SY,35.3029,37.1841,71.31,38,0,8.46,clear sky
523,Saint-Joseph,RE,-21.3667,55.6167,70.16,85,60,11.63,light rain
524,Braganca,BR,-1.0536,-46.7656,81.18,87,46,3.74,scattered clouds
525,Dukat,RU,62.55,155.55,39.72,89,97,7.31,overcast clouds
526,Muros,ES,42.7762,-9.0603,70.3,64,17,11.43,few clouds
527,Ustyuzhna,RU,58.8394,36.4321,61.16,60,4,3.96,clear sky
528,Ternate,ID,0.8,127.4,80.13,79,98,2.33,overcast clouds
529,Chapais,CA,49.7834,-74.8492,74.98,31,49,8.55,scattered clouds
530,Kolondieba,ML,11.0882,-6.8926,92.88,35,4,5.97,clear sky
531,Khandyga,RU,62.6667,135.6,54.52,50,100,1.74,overcast clouds
532,Karasburg,NA,-28.0167,18.75,56.23,34,0,15.59,clear sky
533,Punta De Bombon,PE,-17.1717,-71.7931,65.86,75,18,8.86,few clouds
534,Mulege,MX,26.8833,-111.9833,94.69,27,6,2.86,clear sky
535,Soyo,AO,-6.1349,12.3689,76.68,85,44,9.86,scattered clouds
536,Mandiana,GN,10.6333,-8.6833,93.33,29,0,4.47,clear sky
537,Rawah,IQ,34.4816,41.9093,83.35,15,0,10.94,clear sky
538,Mombetsu,JP,44.3525,143.3525,51.8,92,100,5.97,overcast clouds
539,Moose Factory,CA,51.2585,-80.6094,80.6,44,40,10.36,scattered clouds
540,Acapulco,MX,16.8634,-99.8901,89.42,66,75,9.86,broken clouds
541,Kandrian,PG,-6.2167,149.55,75.47,93,71,4.97,moderate rain
542,Le Port,RE,-20.9373,55.2919,71.56,75,91,9.57,overcast clouds
543,Ust-Kuyga,RU,70.0167,135.6,43.27,65,9,3.87,clear sky
544,Salym,RU,60.0625,71.4789,51.01,91,100,4.68,overcast clouds
545,Wasaga Beach,CA,44.5168,-80.0164,89.87,48,14,9.37,few clouds
546,Mihai Bravu,RO,44.1406,26.0628,67.89,82,2,6.76,clear sky
547,Nampula,MZ,-15.1165,39.2666,66.15,82,75,11.5,broken clouds
548,Ruwi,OM,23.5996,58.5507,87.49,77,0,9.78,clear sky
549,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,88.81,32,100,4.23,overcast clouds
550,Kungalv,SE,57.871,11.9805,66.56,68,59,3.91,broken clouds
551,Belyy Yar,RU,53.6039,91.3903,46.29,87,0,6.44,clear sky
552,Peniche,PT,39.3558,-9.3811,69.28,81,0,16.91,clear sky
553,Batemans Bay,AU,-35.7167,150.1833,52.92,82,100,4.63,overcast clouds
554,Umm Lajj,SA,25.0213,37.2685,84.06,53,0,11.92,clear sky
555,Voh,NC,-20.9667,164.7,64.18,72,87,4.54,overcast clouds
556,Ranong,TH,9.9658,98.6348,78.66,90,100,9.4,light rain
557,Dakar,SN,14.6937,-17.4441,81.48,77,5,7.56,clear sky
558,Tamandare,BR,-8.7597,-35.1047,77.47,83,86,9.26,overcast clouds
559,Marawi,PH,7.9986,124.2928,64.65,92,100,2.71,overcast clouds
560,Shingu,JP,33.7333,135.9833,68.22,83,100,4.41,overcast clouds
561,Paka,MY,4.6374,103.4368,79.09,86,100,5.39,overcast clouds
562,Saldanha,ZA,-33.0117,17.9442,64.76,48,7,10.87,clear sky
563,Boende,CD,-0.2167,20.8667,70.61,98,100,0.92,overcast clouds
564,Villa Guerrero,MX,18.8667,-99.65,88.18,52,88,4.59,overcast clouds
565,Castanos,MX,26.7833,-101.4167,97.07,17,4,5.7,clear sky
566,Husavik,IS,66.0449,-17.3389,57.11,60,96,11.65,overcast clouds
567,Joshimath,IN,30.5667,79.5667,64.6,68,24,4.61,few clouds
568,Skibbereen,IE,51.55,-9.2667,57.0,74,100,6.53,overcast clouds
569,Batagay-Alyta,RU,67.8006,130.4114,43.11,69,81,2.48,broken clouds
570,Cap Malheureux,MU,-19.9842,57.6142,73.89,85,6,5.01,clear sky
571,Kirakira,SB,-10.4544,161.9205,79.16,85,91,8.68,overcast clouds
572,Kloulklubed,PW,7.0419,134.2556,79.3,83,100,9.15,overcast clouds
573,Jaque,PA,7.5175,-78.1703,82.33,80,100,2.71,light rain
574,Lorengau,PG,-2.0226,147.2712,79.68,79,100,3.71,overcast clouds
575,Krasnoselkup,RU,65.7,82.4667,32.88,76,24,8.61,few clouds
576,Bosaso,SO,11.2842,49.1816,91.6,45,0,3.29,clear sky
577,Victor Harbor,AU,-35.5667,138.6167,62.47,72,98,1.01,overcast clouds
578,Yunyang,CN,33.4474,112.7142,77.11,71,100,9.69,light rain
579,Djenne,ML,13.9061,-4.5533,90.39,37,49,19.51,scattered clouds
580,Bom Jesus,BR,-9.0744,-44.3586,93.07,26,100,9.46,overcast clouds
581,Limbang,MY,4.75,115.0,78.91,96,100,2.24,overcast clouds
582,Weston,US,26.1004,-80.3998,89.62,68,75,1.01,broken clouds
583,Meridian,US,43.6121,-116.3915,69.85,31,1,1.01,clear sky
584,Aripuana,BR,-9.1667,-60.6333,88.14,51,100,1.59,overcast clouds
585,Atambua,ID,-9.1061,124.8925,68.72,85,40,5.5,scattered clouds
586,Dryden,CA,49.7833,-92.7503,90.09,36,87,17.4,overcast clouds
587,Cururupu,BR,-1.8283,-44.8683,82.47,79,24,3.74,few clouds
588,Puerto Del Rosario,ES,28.5004,-13.8627,73.15,64,20,19.57,few clouds
589,Sibolga,ID,1.7427,98.7792,75.22,78,37,3.62,scattered clouds
590,Grootfontein,NA,-19.5667,18.1167,49.57,53,0,4.61,clear sky
591,Maldonado,UY,-34.6667,-54.9167,56.59,70,2,7.36,clear sky
592,Vangaindrano,MG,-23.35,47.6,66.38,85,96,12.57,light rain
593,Matagami,CA,49.7502,-77.6328,80.71,36,1,8.9,clear sky
594,Kumbhraj,IN,24.3667,77.05,88.88,40,33,10.63,scattered clouds
595,Neiafu,TO,-18.65,-173.9833,75.88,83,20,8.05,few clouds
596,Owando,CG,-0.4819,15.8999,73.0,93,62,3.15,broken clouds
597,Vanavara,RU,60.34,102.2797,34.03,77,7,4.92,clear sky
598,Londoko,RU,49.0333,131.9833,49.15,93,0,3.71,clear sky
599,Skjervoy,NO,70.0311,20.9714,46.58,64,73,6.49,broken clouds
600,Workington,GB,54.6425,-3.5441,62.22,66,5,3.06,clear sky
601,Pangody,RU,65.85,74.4859,34.97,72,21,8.66,few clouds
602,Koshurnikovo,RU,54.1667,93.3,42.1,99,100,2.59,overcast clouds
603,Panzhihua,CN,26.5851,101.7128,73.83,82,94,1.79,overcast clouds
604,Agirish,RU,61.9247,63.0231,46.85,51,64,6.82,broken clouds
605,Kidal,ML,18.4411,1.4078,100.99,12,10,10.11,clear sky
606,Neftcala,AZ,39.3742,49.2472,68.41,72,3,8.7,clear sky
607,Paamiut,GL,61.994,-49.6678,37.9,98,100,2.3,light rain
608,Chifeng,CN,42.2683,118.9636,63.59,52,100,5.48,overcast clouds
609,Galesong,ID,-5.3166,119.3661,73.42,71,12,4.81,few clouds
610,Broome,US,42.2506,-75.833,89.69,46,40,4.0,scattered clouds
611,Egvekinot,RU,66.3167,-179.1667,34.3,75,12,1.54,few clouds
612,Den Chai,TH,17.9837,100.0522,76.37,94,99,2.75,overcast clouds
613,Tres Arroyos,AR,-38.3739,-60.2798,54.5,33,88,7.2,overcast clouds
614,Makushino,RU,55.2103,67.2442,59.14,49,0,5.21,clear sky
615,Fairbanks,US,64.8378,-147.7164,64.36,55,1,0.0,clear sky
616,Viransehir,TR,37.2353,39.7631,72.45,21,0,6.29,clear sky
617,Albanel,CA,48.8832,-72.4487,71.58,49,25,8.05,scattered clouds
618,Fukue,JP,32.6881,128.8419,69.06,69,100,3.69,overcast clouds
619,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,41.59,100,90,2.24,light rain
620,Srostki,RU,52.4189,85.7022,50.67,87,0,5.08,clear sky
621,Buala,SB,-8.145,159.5921,79.97,82,57,5.59,broken clouds
622,Awbari,LY,26.5921,12.7805,89.17,14,100,10.11,overcast clouds
623,Katangli,RU,51.7102,143.2326,38.44,94,100,14.36,overcast clouds
624,Pavilosta,LV,56.8879,21.1859,60.75,79,100,6.17,overcast clouds
625,Solnechnyy,RU,50.7214,136.6319,48.36,99,100,4.88,overcast clouds
626,Saint-Augustin,CA,51.226,-58.6502,60.15,38,6,3.8,clear sky
627,Puro,PH,12.4841,123.3827,79.54,85,100,6.06,overcast clouds
628,Port-Gentil,GA,-0.7193,8.7815,78.84,86,99,8.99,overcast clouds
629,Paso De Los Toros,UY,-32.8167,-56.5167,56.93,59,6,9.06,clear sky
630,Ozinki,RU,51.1786,49.6769,62.11,76,90,2.46,light rain
631,Sicamous,CA,50.8331,-118.9856,65.28,51,88,0.92,overcast clouds
632,Ojinaga,MX,29.5667,-104.4167,98.56,10,1,8.05,clear sky
633,Nelson Bay,AU,-32.7167,152.15,48.69,91,25,6.91,scattered clouds
634,Sao Domingos Do Maranhao,BR,-5.5758,-44.3853,91.08,40,22,4.79,few clouds
635,Conde,BR,-7.2597,-34.9075,78.26,89,75,13.98,broken clouds
636,Tiarei,PF,-17.5333,-149.3333,82.42,76,24,11.48,few clouds
637,Palmer,US,42.1584,-72.3287,94.69,36,75,1.01,broken clouds
638,Rizhao,CN,35.4275,119.4553,69.96,70,45,3.15,scattered clouds
639,Verkhnyaya Inta,RU,65.9811,60.3094,39.87,57,88,8.61,overcast clouds
640,Shanghai,CN,31.2222,121.4581,72.93,65,0,7.27,light rain
641,Mogadishu,SO,2.0371,45.3438,79.29,87,59,21.05,broken clouds
642,Dibulla,CO,11.2725,-73.3091,88.14,61,100,4.09,overcast clouds
643,Strezhevoy,RU,60.7333,77.5889,46.38,81,12,9.15,few clouds
644,Kasongo,CD,-4.45,26.6667,77.81,54,100,1.14,overcast clouds
645,Boaco,NI,12.4722,-85.6586,94.14,38,45,16.37,scattered clouds
646,Zheleznodorozhnyy,RU,55.7503,38.0042,64.36,89,100,5.28,overcast clouds
647,Economy,US,40.6001,-80.2248,90.55,42,40,5.01,scattered clouds
648,Berlevag,NO,70.8578,29.0864,40.95,65,40,6.91,scattered clouds
649,Kaeo,NZ,-35.1,173.7833,58.32,96,100,21.18,light rain
650,Jalu,LY,29.0331,21.5482,82.2,19,0,7.02,clear sky
651,Humaita,BR,-7.5061,-63.0208,89.96,52,98,4.14,overcast clouds
652,Loubomo,CG,-4.1997,12.6739,75.07,79,29,3.8,scattered clouds
653,Constitucion,CL,-35.3333,-72.4167,55.49,59,100,10.13,overcast clouds
654,Zhongxing,CN,33.7039,118.6792,75.58,57,94,8.3,light rain
655,Rognan,NO,67.0953,15.3878,64.54,50,100,3.6,overcast clouds
656,Moyobamba,PE,-6.05,-76.9667,71.06,92,100,1.97,overcast clouds
657,Iquitos,PE,-3.7481,-73.2472,82.44,78,75,9.22,broken clouds
658,Chulym,RU,55.0997,80.9572,54.3,82,2,8.41,clear sky
659,Osijek,HR,45.5511,18.6939,69.42,88,0,3.78,clear sky
660,Morondava,MG,-20.2833,44.2833,74.64,56,90,13.47,overcast clouds
661,Sabathu,IN,30.9719,76.9933,71.22,47,5,6.17,clear sky
662,Aragarcas,BR,-15.8975,-52.2508,90.25,40,0,3.04,clear sky
663,Havoysund,NO,70.9963,24.6622,41.88,67,6,8.12,clear sky
664,Yeppoon,AU,-23.1333,150.7333,47.98,85,4,7.65,clear sky
665,Murray Bridge,AU,-35.1167,139.2667,58.86,54,99,17.2,overcast clouds
666,Coruripe,BR,-10.1256,-36.1756,77.63,82,30,9.44,scattered clouds
667,Payo,ID,-3.7508,103.6372,70.83,96,50,2.3,scattered clouds
668,Zemio,CF,5.0314,25.1361,70.83,79,100,3.0,overcast clouds
669,Grand Baie,MU,-20.0182,57.5802,73.87,85,6,5.01,clear sky
670,Bundaberg,AU,-24.85,152.35,56.21,92,6,1.99,clear sky
671,Barstow,US,34.8986,-117.0228,92.75,12,3,13.58,clear sky
672,Wilmington,US,34.2257,-77.9447,83.98,79,1,9.22,clear sky
673,Milan,IT,45.4643,9.1895,72.88,66,75,1.01,heavy intensity rain
674,Kalangala,UG,-0.3089,32.225,70.95,64,94,9.42,overcast clouds
675,Lormi,IN,22.2833,81.7333,87.28,49,6,3.4,clear sky
676,Varkaus,FI,62.3153,27.873,66.31,75,85,8.14,overcast clouds
677,Nemuro,JP,43.3236,145.575,51.22,90,12,7.29,few clouds
678,Zandvoort,NL,52.3749,4.5341,64.92,56,0,8.46,clear sky
679,Todos Santos,MX,23.45,-110.2167,103.3,53,6,7.61,clear sky
680,Bonfim,BR,3.0833,-59.95,85.73,66,82,6.58,broken clouds
681,Marzuq,YE,14.4,46.4667,85.42,30,40,4.68,scattered clouds
682,Parrita,CR,9.5201,-84.3225,92.07,70,95,7.9,overcast clouds
683,Muromtsevo,RU,56.3724,75.2418,58.01,79,10,8.68,clear sky
