City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
309,Mogadishu,SO,6/6/2021 11:44,2.0371,45.3438,85.87,62,20,20.71
310,Hervey Bay,AU,6/6/2021 11:45,-25.2986,152.8535,60.04,77,0,1.01
311,Carballo,ES,6/6/2021 11:43,43.213,-8.691,72.59,75,64,9.44
312,Wattegama,LK,6/6/2021 11:39,6.7989,81.4808,88.72,65,91,3.8
313,Tubmanburg,LR,6/6/2021 11:47,6.8708,-10.8172,88.12,61,65,2.19
314,Chumikan,RU,6/6/2021 11:47,54.7183,135.315,34.14,98,65,5.53
315,Chokurdakh,RU,6/6/2021 11:42,70.6333,147.9167,34.39,94,100,9.19
316,Fernley,US,6/6/2021 11:47,39.608,-119.2518,63.84,33,25,5.01
317,Mpigi,UG,6/6/2021 11:47,0.225,32.3136,70.61,93,100,4.07
318,Tungor,RU,6/6/2021 11:47,53.3808,142.9564,35.02,97,100,14.67
319,Praya,CV,6/6/2021 11:44,14.9215,-23.5087,84.74,32,0,24.16
320,Padang,ID,6/6/2021 11:43,-0.9492,100.3543,84.25,78,24,1.83
321,Saldanha,ZA,6/6/2021 11:43,-33.0117,17.9442,80.65,29,33,24.49
322,Hamilton,US,6/6/2021 11:39,39.1834,-84.5333,70.36,92,75,1.01
323,Jaisalmer,IN,6/6/2021 11:47,26.9147,70.9181,103.15,24,0,10.04
324,Bria,CF,6/6/2021 11:47,6.5423,21.9863,84.25,55,94,5.97
325,Ferrol,ES,6/6/2021 11:47,43.4832,-8.2369,71.85,79,58,17.52
326,Mokrousovo,RU,6/6/2021 11:47,55.8103,66.7653,72.9,36,3,10.2
327,Wigtown,GB,6/6/2021 11:47,54.8684,-4.4419,58.66,62,21,9.17
328,Longyearbyen,SJ,6/6/2021 11:42,78.2186,15.6401,37.24,75,20,14.97
329,Faanui,PF,6/6/2021 11:43,-16.4833,-151.75,80.56,71,4,9.8
330,Abu Kamal,SY,6/6/2021 11:45,34.4506,40.9171,94.15,13,0,16.33
331,Eureka,US,6/6/2021 11:47,40.8021,-124.1637,51.21,76,85,3
332,Naliya,IN,6/6/2021 11:47,23.2667,68.8333,90.52,52,0,14.92
333,Along,IN,6/6/2021 11:44,28.1667,94.7667,74.93,97,77,2.42
334,Narasannapeta,IN,6/6/2021 11:47,18.4167,84.05,89.42,65,1,16.02
335,Chaihe,CN,6/6/2021 11:43,44.7667,129.7,55.44,86,18,3.11
336,Baykit,RU,6/6/2021 11:42,61.67,96.37,47.05,43,100,10.67
337,Myitkyina,MM,6/6/2021 11:47,25.3833,97.4,78.89,91,87,1.14
338,Aurillac,FR,6/6/2021 11:47,44.9167,2.45,67.78,60,90,5.75
339,Geraldton,AU,6/6/2021 11:42,-28.7667,114.6,57.61,77,34,12.15
340,Ngorongoro,TZ,6/6/2021 11:47,-3.2397,35.4875,58.42,70,81,7.49
341,Zykovo,RU,6/6/2021 11:47,55.9519,93.1461,61.54,84,83,10.13
342,Loei,TH,6/6/2021 11:47,17.4167,101.5,74.57,87,100,3.42
343,Alur,IN,6/6/2021 11:47,12.9833,75.9833,74.97,74,85,12.1
344,Richards Bay,ZA,6/6/2021 11:42,-28.783,32.0377,69.96,57,4,6.44
345,Dalbandin,PK,6/6/2021 11:47,28.8947,64.4101,108.75,8,0,10.33
346,Urumqi,CN,6/6/2021 11:47,43.801,87.6005,70.75,31,0,10.29
347,Mackay,AU,6/6/2021 11:42,-21.15,149.2,62.58,77,91,5.75
348,Kununurra,AU,6/6/2021 11:44,-15.7667,128.7333,64.38,59,63,0
349,Ayan,RU,6/6/2021 11:47,56.45,138.1667,39.96,91,36,6.98
350,Arraias,BR,6/6/2021 11:47,-12.9288,-46.9437,75.36,50,98,9.62
351,Thayetmyo,MM,6/6/2021 11:47,19.3167,95.1833,91.2,52,98,11.21
352,Verkh-Tula,RU,6/6/2021 11:47,54.8839,82.7762,74.98,43,0,14.29
353,Maniitsoq,GL,6/6/2021 11:45,65.4167,-52.9,39.25,96,100,8.57
354,La Ronge,CA,6/6/2021 11:47,55.1001,-105.2842,53.85,82,90,5.75
355,Ilhabela,BR,6/6/2021 11:45,-23.7781,-45.3581,76.32,63,20,2.73
356,Sambava,MG,6/6/2021 11:47,-14.2667,50.1667,80.04,68,37,14.41
357,Saint George,US,6/6/2021 11:42,37.1041,-113.5841,81.19,23,1,1.01
358,Acapulco,MX,6/6/2021 11:42,16.8634,-99.8901,80.24,78,94,3.36
359,Torbay,CA,6/6/2021 11:44,47.6666,-52.7314,57.97,91,75,16.11
360,Hanko,FI,6/6/2021 11:47,59.8333,22.95,76.33,73,6,12.77
361,Yendi,GH,6/6/2021 11:47,9.4427,-0.0099,93.49,44,31,7.4
362,Sudak,UA,6/6/2021 11:47,44.85,34.9667,65.07,67,67,6.33
363,Mountain Home,US,6/6/2021 11:47,43.133,-115.6912,50.74,53,1,7.72
364,Khandyga,RU,6/6/2021 11:47,62.6667,135.6,59.76,48,100,6.29
365,Labuhan,ID,6/6/2021 11:43,-6.8844,112.2051,82.99,74,59,5.7
366,Adre,TD,6/6/2021 11:47,13.4667,22.2,96.71,18,12,5.99
367,Pisco,PE,6/6/2021 11:43,-13.7,-76.2167,62.65,88,90,1.14
368,Tuy Hoa,VN,6/6/2021 11:45,13.0833,109.3,83.41,75,100,5.91
369,Jurado,CO,6/6/2021 11:47,7.1053,-77.7641,76.77,92,89,2.68
370,Cidreira,BR,6/6/2021 11:42,-30.1811,-50.2056,62.85,89,100,11.01
371,Chudniv,UA,6/6/2021 11:47,50.052,28.1175,68.79,57,68,9.55
372,Zavetnoye,RU,6/6/2021 11:47,47.1194,43.8903,74.79,43,24,10.45
373,College,US,6/6/2021 11:42,64.8569,-147.8028,57.18,65,75,5.75
374,Saint-Joseph,RE,6/6/2021 11:42,-21.3667,55.6167,77.38,82,41,8.48
375,Newport,GB,6/6/2021 11:47,51.5877,-2.9984,67.66,78,99,3.78
376,Hanmer Springs,NZ,6/6/2021 11:47,-42.5167,172.8167,48.79,99,100,1.16
377,Maltahohe,NA,6/6/2021 11:47,-24.8333,16.9833,66.27,21,0,19.13
378,Atar,MR,6/6/2021 11:47,20.5169,-13.0499,101.98,12,3,18.19
379,Sorland,NO,6/6/2021 11:42,67.667,12.6934,68.07,77,10,12.17
380,Pietarsaari,FI,6/6/2021 11:47,63.65,22.6833,68.13,72,44,7.65
381,Abu Zabad,SD,6/6/2021 11:47,12.35,29.25,98.69,26,21,8.77
382,Challapata,BO,6/6/2021 11:47,-18.9,-66.7667,40.57,24,96,1.61
383,Llangefni,GB,6/6/2021 11:47,53.2556,-4.3106,62.46,65,75,6.46
384,Lavumisa,SZ,6/6/2021 11:47,-27.31,31.892,72.72,42,51,4
385,Severo-Kurilsk,RU,6/6/2021 11:42,50.6789,156.125,42.85,95,80,11.45
386,Champerico,GT,6/6/2021 11:42,14.3,-91.9167,82.35,85,74,4.94
387,Bourail,NC,6/6/2021 11:47,-21.5667,165.4833,66.87,67,77,6.76
388,Roald,NO,6/6/2021 11:47,62.5833,6.1333,65.16,100,75,8.05
389,Lusambo,CD,6/6/2021 11:47,-4.9667,23.45,92.37,33,75,6.11
390,Kudat,MY,6/6/2021 11:47,6.8837,116.8477,82.33,89,20,2.3
391,Kingston,JM,6/6/2021 11:43,17.997,-76.7936,79.75,85,20,3
392,Camabatela,AO,6/6/2021 11:47,-8.1881,15.375,85.84,19,86,4.21
393,Mehamn,NO,6/6/2021 11:42,71.0357,27.8492,42.75,61,75,11.5
394,Sitangkai,PH,6/6/2021 11:47,4.6628,119.3928,85.03,65,99,5.01
395,Hami,CN,6/6/2021 11:45,42.8,93.45,79.93,10,46,8.7
396,Svetlogorsk,BY,6/6/2021 11:47,52.6333,29.7333,73.11,47,62,7.61
397,Akureyri,IS,6/6/2021 11:48,65.6835,-18.0878,60.73,41,0,11.5
398,Varzea Grande,BR,6/6/2021 11:48,-15.6467,-56.1325,69.67,83,0,4.61
399,Vanavara,RU,6/6/2021 11:48,60.34,102.2797,49.01,43,45,11.95
400,Chingirlau,KZ,6/6/2021 11:48,51.095,54.0814,77.27,30,83,8.63
401,Gornyy,RU,6/6/2021 11:48,55.1153,83.9059,69.8,75,99,15.9
402,Malibu,US,6/6/2021 11:43,34.005,-118.8101,64.67,89,87,5.79
403,Boyolangu,ID,6/6/2021 11:48,-8.1181,111.8935,76.64,91,56,4.52
404,Davila,PH,6/6/2021 11:43,18.4726,120.5763,84.18,80,97,8.66
405,Paita,PE,6/6/2021 11:48,-5.0892,-81.1144,66.83,84,96,9.73
406,Krasnotorka,UA,6/6/2021 11:48,48.682,37.5327,70.09,61,78,8.86
407,Cauquenes,CL,6/6/2021 11:48,-35.9671,-72.3225,41.61,79,100,0.81
408,Aklavik,CA,6/6/2021 11:43,68.2191,-135.0107,29.23,81,100,6.17
409,Matamoros,MX,6/6/2021 11:45,25.5333,-103.25,79.11,30,24,3.58
410,Sao Jose Da Coroa Grande,BR,6/6/2021 11:48,-8.8978,-35.1478,80.19,73,56,9.44
411,Novokruchininskiy,RU,6/6/2021 11:48,51.7833,113.7667,76.73,45,78,9.95
412,Forestville,US,6/6/2021 11:48,38.8451,-76.875,76.68,78,1,4.61
413,Northam,GB,6/6/2021 11:44,51.0333,-4.2167,68.2,83,57,6.06
414,Kudahuvadhoo,MV,6/6/2021 11:45,2.6708,72.8944,83.34,74,28,14.25
415,Golyshmanovo,RU,6/6/2021 11:48,56.3979,68.3728,72.28,45,1,10.92
416,Winneba,GH,6/6/2021 11:48,5.3511,-0.6231,86.47,71,73,8.97
417,Kendari,ID,6/6/2021 11:48,-3.945,122.4989,77.49,85,56,2.42
418,Catamarca,AR,6/6/2021 11:48,-28.4696,-65.7852,57.78,65,61,10
419,Edson,CA,6/6/2021 11:48,53.5835,-116.4356,39.34,87,1,2.3
420,Ratnagiri,IN,6/6/2021 11:48,16.9833,73.3,84.54,69,84,4.34
421,Dubbo,AU,6/6/2021 11:48,-32.25,148.6167,44.73,93,7,8.05
422,Dillon,US,6/6/2021 11:45,34.4166,-79.3712,76.66,85,99,2.98
423,Berbera,SO,6/6/2021 11:48,10.4396,45.0143,95.85,48,0,12.33
424,Yulara,AU,6/6/2021 11:43,-25.2406,130.9889,60.64,33,0,6.91
425,Strimonikon,GR,6/6/2021 11:48,41.05,23.3167,87.78,29,9,6.85
426,Mala,PE,6/6/2021 11:48,-12.6581,-76.6308,63.99,78,72,1.95
427,Manoharpur,IN,6/6/2021 11:48,27.3,75.95,99.55,20,54,3.44
428,Bambous Virieux,MU,6/6/2021 11:42,-20.3428,57.7575,79.21,73,75,8.5
429,Kichmengskiy Gorodok,RU,6/6/2021 11:48,59.9816,45.7854,80.22,34,77,2.42
430,Hue,VN,6/6/2021 11:44,16.4667,107.6,89.71,62,40,5.73
431,Jasper,US,6/6/2021 11:45,37.2001,-94.3502,68.23,88,1,1.01
432,Olafsvik,IS,6/6/2021 11:43,64.8945,-23.7142,46.18,93,100,7.36
433,Khoy,IR,6/6/2021 11:48,38.5504,44.9535,88.27,11,2,12.1
434,Scarborough,GB,6/6/2021 11:48,54.2797,-0.4044,64.22,75,100,1.01
435,Dickinson,US,6/6/2021 11:48,29.4608,-95.0513,76.95,89,20,6.4
436,Severnyy-Kospashskiy,RU,6/6/2021 11:48,59.0925,57.8008,72.43,39,53,8.61
437,Jalu,LY,6/6/2021 11:42,29.0331,21.5482,89.83,18,0,9.55
438,Pasni,PK,6/6/2021 11:48,25.2631,63.471,85.6,71,34,9.06
439,Lata,PT,6/6/2021 11:45,40.1629,-8.3327,77.49,48,0,6.38
440,Stykkisholmur,IS,6/6/2021 11:48,65.0757,-22.7297,48.22,85,100,2.75
441,Gamba,GA,6/6/2021 11:44,-2.65,10,81.86,73,76,9.84
442,Guane,CU,6/6/2021 11:48,22.2025,-84.0875,78.51,84,79,6.4
443,Yar-Sale,RU,6/6/2021 11:44,66.8333,70.8333,44.8,46,100,17.9
444,Oksfjord,NO,6/6/2021 11:45,70.2396,22.3479,52,37,10,3.96
445,Dakar,SN,6/6/2021 11:44,14.6937,-17.4441,83.28,69,4,9.22
446,Bitlis,TR,6/6/2021 11:48,38.5,42.25,76.41,29,1,16.78
447,Nisia Floresta,BR,6/6/2021 11:48,-6.0911,-35.2086,80.98,79,78,11.01
448,Soyaniquilpan,MX,6/6/2021 11:48,19.9833,-99.5,55.15,74,99,4.29
449,Katsuura,JP,6/6/2021 11:42,35.1333,140.3,71.71,92,100,3.36
450,Ambon,ID,6/6/2021 11:48,-3.6954,128.1814,80.78,81,85,12.86
451,Gunjur,GM,6/6/2021 11:48,13.2019,-16.7339,86.07,66,75,13.22
452,Batagay-Alyta,RU,6/6/2021 11:43,67.8006,130.4114,49.48,50,42,4.03
453,Comodoro Rivadavia,AR,6/6/2021 11:42,-45.8667,-67.5,39.06,70,0,1.14
454,Asadabad,IR,6/6/2021 11:48,34.7824,48.1185,89.55,9,0,19.08
455,Sarai,RU,6/6/2021 11:48,53.7458,41.0213,63.32,79,95,9.26
456,Kruisfontein,ZA,6/6/2021 11:42,-34.0033,24.7314,76.89,12,0,18.84
457,Teya,RU,6/6/2021 11:48,60.3778,92.6267,54.48,36,84,7.11
458,Nikki,BJ,6/6/2021 11:48,9.9401,3.2108,95.18,36,31,4.9
459,Nizhniy Kuranakh,RU,6/6/2021 11:43,58.8353,125.4869,67.93,57,51,5.28
460,Tevaitoa,PF,6/6/2021 11:44,-16.7833,-151.5,80.42,73,4,11.23
461,Atikokan,CA,6/6/2021 11:48,48.7555,-91.6216,64.29,98,100,7.52
462,Oistins,BB,6/6/2021 11:39,13.0667,-59.5333,82.49,61,40,20.71
463,Marathon,US,6/6/2021 11:48,44.9,-89.7668,72.93,75,1,11.9
464,Fort Nelson,CA,6/6/2021 11:43,58.8053,-122.7002,49.59,87,90,6.91
465,Namtsy,RU,6/6/2021 11:48,62.7161,129.6658,59.11,46,100,4.9
466,Cockburn Town,TC,6/6/2021 11:46,21.4612,-71.1419,79.99,78,0,20.38
467,Takoradi,GH,6/6/2021 11:48,4.8845,-1.7554,83.23,69,74,7.4
468,Wilkie,CA,6/6/2021 11:48,52.4168,-108.7014,48.58,84,48,11.45
469,Brigham City,US,6/6/2021 11:47,41.5102,-112.0155,68.02,37,1,1.01
470,Thoen,TH,6/6/2021 11:48,17.6129,99.2161,85.55,77,100,3.47
471,Gibara,CU,6/6/2021 11:48,21.1097,-76.1317,78.12,79,35,18.12
472,Huilong,CN,6/6/2021 11:48,31.8111,121.655,81.03,67,0,15.79
473,Motril,ES,6/6/2021 11:48,36.7507,-3.5179,88.14,61,0,3.58
474,Evensk,RU,6/6/2021 11:43,61.95,159.2333,47.39,80,98,5.68
475,Rocha,UY,6/6/2021 11:44,-34.4833,-54.3333,49.8,91,15,4.63
476,Halifax,CA,6/6/2021 11:39,44.6453,-63.5724,65.34,90,100,3
477,Yazd,IR,6/6/2021 11:48,31.8972,54.3675,107.71,6,20,4.61
478,Bajil,YE,6/6/2021 11:44,15.0584,43.2851,102.2,30,5,20.76
479,Shemgang,BT,6/6/2021 11:48,27.2169,90.6579,62.82,99,96,1.01
480,Saint-Francois,FR,6/6/2021 11:48,46.4154,3.9054,65.17,79,90,8.05
481,Piste,MX,6/6/2021 11:48,20.7,-88.5833,74.8,95,69,2.24
482,Saint Anthony,US,6/6/2021 11:48,45.0205,-93.218,77.14,59,1,1.01
483,Brigantine,US,6/6/2021 11:48,39.4101,-74.3646,75.99,78,1,8.08
484,Tahe,CN,6/6/2021 11:48,52.3333,124.7333,59.29,50,6,4.54
485,Valencia,ES,6/6/2021 11:47,39.3333,-0.8333,77.68,43,13,3.51
486,Merauke,ID,6/6/2021 11:44,-8.4667,140.3333,76.69,89,95,16.98
487,Champoton,MX,6/6/2021 11:48,19.35,-90.7167,76.03,89,97,7.11
488,Ishigaki,JP,6/6/2021 11:48,24.3448,124.1572,77.13,94,75,2.3
489,Kisesa,TZ,6/6/2021 11:48,-3.0833,34.15,78.39,43,27,10.22
490,Pindiga,NG,6/6/2021 11:48,9.9833,10.9333,89.08,45,83,8.05
491,The Valley,AI,6/6/2021 11:44,18.217,-63.0578,81.1,78,40,11.5
492,Colombo,LK,6/6/2021 11:44,6.9319,79.8478,85.95,79,76,11.97
493,Malpe,IN,6/6/2021 11:48,13.35,74.7167,87.1,74,67,7.47
494,Waipawa,NZ,6/6/2021 11:43,-41.4122,175.5153,53.92,88,100,2.3
495,Hakkari,TR,6/6/2021 11:48,37.5833,44.1667,71.38,21,0,16.11
496,Rudnya,RU,6/6/2021 11:48,54.947,31.0934,73.53,67,27,7.67
497,Valdivia,CL,6/6/2021 11:48,-39.8142,-73.2459,41.09,96,90,1.77
498,Mumford,GH,6/6/2021 11:48,5.2618,-0.759,82.53,72,68,9.04
499,Kahului,US,6/6/2021 11:39,20.8947,-156.47,75.85,78,1,12.66
500,Tinskoy,RU,6/6/2021 11:42,56.1525,96.9161,55.87,72,74,11.88
501,Isangel,VU,6/6/2021 11:43,-19.55,169.2667,72.25,69,100,12.84
502,Zharkent,KZ,6/6/2021 11:48,44.1628,80,86,23,0,14.38
503,Hailar,CN,6/6/2021 11:48,49.2,119.7,66.13,41,0,8.68
504,Taunggyi,MM,6/6/2021 11:48,20.7833,97.0333,69.66,84,78,2.62
505,Adrar,MR,6/6/2021 11:43,20.5022,-10.0711,104.31,10,37,22.82
506,Tabas,IR,6/6/2021 11:48,33.5959,56.9244,111.58,4,1,1.28
507,Puerto Carreno,CO,6/6/2021 11:48,6.189,-67.4859,77.13,87,98,7.96
508,Mount Gambier,AU,6/6/2021 11:43,-37.8333,140.7667,55.31,88,100,11.5
509,Clyde River,CA,6/6/2021 11:45,70.4692,-68.5914,34.03,93,90,12.66
510,Souillac,MU,6/6/2021 11:43,-20.5167,57.5167,79.36,73,75,6.24
511,Tessalit,ML,6/6/2021 11:43,20.1986,1.0114,109.9,6,0,15.93
512,Half Moon Bay,US,6/6/2021 11:41,37.4636,-122.4286,57.02,84,1,3
513,Bonthe,SL,6/6/2021 11:43,7.5264,-12.505,84.88,71,72,8.48
514,Linqiong,CN,6/6/2021 11:48,30.4159,103.4609,84.02,60,98,3.11
515,Estelle,US,6/6/2021 11:48,29.8458,-90.1067,78.85,85,90,5.75
516,Natal,BR,6/6/2021 11:48,-5.795,-35.2094,80.82,74,20,11.68
517,Vila,PT,6/6/2021 11:48,42.0304,-8.1588,73.74,43,1,4.05
518,Coos Bay,US,6/6/2021 11:48,43.3665,-124.2179,47.93,89,20,0
519,Yartsevo,RU,6/6/2021 11:48,55.0667,32.6964,69.46,56,70,6.35
520,Dandong,CN,6/6/2021 11:48,40.1292,124.3947,60.3,95,31,3.56
521,Athabasca,CA,6/6/2021 11:48,54.7169,-113.2854,53.29,60,100,12.08
522,Rawson,AR,6/6/2021 11:42,-43.3002,-65.1023,42.66,61,68,8.97
523,Severnoye,RU,6/6/2021 11:45,56.3491,78.3619,71.04,62,47,17.43
524,Kavaratti,IN,6/6/2021 11:45,10.5669,72.642,82.8,75,77,10.98
525,Sibolga,ID,6/6/2021 11:48,1.7427,98.7792,77.76,78,24,1.81
526,Sayyan,YE,6/6/2021 11:43,15.1718,44.3244,81.1,10,8,15.08
527,Huron,US,6/6/2021 11:48,41.1501,-82.5499,71.82,82,0,8.79
528,Popondetta,PG,6/6/2021 11:48,-8.7537,148.2534,72.61,98,96,2.98
529,Marawi,PH,6/6/2021 11:48,7.9986,124.2928,66.65,95,100,3.71
530,Plerin,FR,6/6/2021 11:48,48.5425,-2.7798,65.68,74,90,1.99
531,Sorong,ID,6/6/2021 11:48,-0.8833,131.25,79.72,83,61,9.04
532,Oum Hadjer,TD,6/6/2021 11:48,13.2954,19.6966,98.26,24,83,2.89
533,Okha,RU,6/6/2021 11:48,53.5739,142.9478,35.04,98,100,13.6
534,Havre-Saint-Pierre,CA,6/6/2021 11:45,50.2334,-63.5986,50.36,71,1,8.05
535,Dwarka,IN,6/6/2021 11:48,22.2394,68.9678,87.21,65,3,13.91
536,Babu,CN,6/6/2021 11:48,24.4167,111.5167,76.39,71,0,1.92
537,Japura,ID,6/6/2021 11:48,-0.3167,102.35,82.63,67,80,2.73
538,Murray Bridge,AU,6/6/2021 11:48,-35.1167,139.2667,62.85,67,71,9.1
539,Emerald,AU,6/6/2021 11:48,-23.5333,148.1667,57.34,44,0,4.61
540,Ahuimanu,US,6/6/2021 11:48,21.4447,-157.8378,76.75,70,75,15.52
541,Itarantim,BR,6/6/2021 11:48,-15.6597,-40.0656,71.24,81,99,3.49
542,Weihai,CN,6/6/2021 11:48,37.5017,122.1136,70.72,56,64,9.08
543,Sampit,ID,6/6/2021 11:48,-2.5333,112.95,79.75,80,93,3.53
544,Rabo De Peixe,PT,6/6/2021 11:48,37.8,-25.5833,65.71,82,20,5.14
545,Yuli,NG,6/6/2021 11:48,9.6989,10.2744,92.48,43,85,7.56
546,Turukhansk,RU,6/6/2021 11:44,65.8167,87.9833,42.17,57,100,6.64
547,Banda Aceh,ID,6/6/2021 11:44,5.5577,95.3222,81.73,78,95,14.58
