City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
181,Port Hedland,AU,6/6/2021 11:43,-20.3167,118.5667,73.45,68,89,4.61
182,Tabou,CI,6/6/2021 11:43,4.423,-7.3528,82.15,76,71,5.77
183,Ancud,CL,6/6/2021 11:43,-41.8697,-73.8203,48.22,85,89,6.15
184,Mount Isa,AU,6/6/2021 11:44,-20.7333,139.5,55.17,47,0,4.61
185,Georgetown,MY,6/6/2021 11:42,5.4112,100.3354,87.75,74,20,5.01
186,Mana,GF,6/6/2021 11:43,5.6592,-53.7767,78.67,87,49,3.53
187,Arani,IN,6/6/2021 11:47,12.6667,79.2833,92.57,43,100,5.23
188,Altamirano,MX,6/6/2021 11:47,16.8833,-92.15,55.67,97,74,2.91
189,Leeuwarden,NL,6/6/2021 11:47,53.2014,5.8086,65.97,81,90,12.66
190,Bucerias,MX,6/6/2021 11:45,20.75,-105.3333,77.99,94,1,1.83
191,Galle,LK,6/6/2021 11:43,6.0367,80.217,81.84,81,83,13.24
192,Anito,PH,6/6/2021 11:47,12.4497,125.2886,78.26,89,100,3.33
193,Port Blair,IN,6/6/2021 11:43,11.6667,92.75,85.1,75,74,11.92
194,Lazaro Cardenas,MX,6/6/2021 11:47,17.9583,-102.2,78.53,79,94,3.09
195,Nouadhibou,MR,6/6/2021 11:43,20.931,-17.0347,78.78,50,43,23.02
196,Port Hardy,CA,6/6/2021 11:42,50.6996,-127.4199,48.2,100,90,4.61
197,Zhezkazgan,KZ,6/6/2021 11:47,47.8043,67.7144,79.36,14,39,15.01
198,North Battleford,CA,6/6/2021 11:47,52.7834,-108.2847,50.09,87,90,9.22
199,Cam Ranh,VN,6/6/2021 11:47,11.9214,109.1591,87.76,70,40,6.2
200,Luanda,AO,6/6/2021 11:44,-8.8368,13.2343,86,58,40,4.61
201,Turan,VN,6/6/2021 11:47,16.0678,108.2208,89.65,70,20,4.61
202,Imeni Poliny Osipenko,RU,6/6/2021 11:42,52.4201,136.4853,45.95,95,99,7.56
203,Ponta Do Sol,PT,6/6/2021 11:42,32.6667,-17.1,74.71,69,11,2.15
204,Prado,BR,6/6/2021 11:47,-17.3411,-39.2208,76.19,84,68,6.24
205,Darhan,MN,6/6/2021 11:45,49.4867,105.9228,45.99,87,99,16.2
206,Aksu,CN,6/6/2021 11:45,41.1231,80.2644,93.02,11,36,17.11
207,Havoysund,NO,6/6/2021 11:47,70.9963,24.6622,49.08,66,11,5.37
208,Te Anau,NZ,6/6/2021 11:47,-45.4167,167.7167,38.07,93,21,0.94
209,Niquero,CU,6/6/2021 11:47,20.0431,-77.5828,78.39,85,6,6.6
210,Novyy Urgal,RU,6/6/2021 11:44,51.0736,132.5642,57.49,58,5,5.84
211,Saint-Paul,RE,6/6/2021 11:47,-21.0096,55.2707,78.91,75,29,11.9
212,Kushiro,JP,6/6/2021 11:43,42.975,144.3747,63.55,67,75,12.93
213,Arman,RU,6/6/2021 11:44,59.7,150.1667,43.65,91,100,3.44
214,Ostrovnoy,RU,6/6/2021 11:43,68.0531,39.5131,44.82,59,56,13.65
215,Tasiilaq,GL,6/6/2021 11:42,65.6145,-37.6368,39.36,95,100,1.16
216,Tigil,RU,6/6/2021 11:47,57.8,158.6667,46.67,82,98,4.54
217,Salalah,OM,6/6/2021 11:42,17.0151,54.0924,89.69,74,75,16.11
218,Ormara,PK,6/6/2021 11:47,25.2088,64.6357,85.96,67,16,8.77
219,Karratha,AU,6/6/2021 11:42,-20.7377,116.8463,76.01,66,100,8.84
220,Sulphur,US,6/6/2021 11:47,30.2366,-93.3774,75.16,97,40,4.43
221,Namibe,AO,6/6/2021 11:45,-15.1961,12.1522,83.03,69,0,8.05
222,Kaitangata,NZ,6/6/2021 11:43,-46.2817,169.8464,42.93,84,27,3.58
223,Luderitz,NA,6/6/2021 11:44,-26.6481,15.1594,79.77,29,0,10.07
224,Sapulpa,US,6/6/2021 11:47,35.9987,-96.1142,69.51,90,75,6.76
225,Belmonte,BR,6/6/2021 11:44,-15.8631,-38.8828,73.9,81,40,9.69
226,Skjervoy,NO,6/6/2021 11:44,70.0311,20.9714,50,62,19,8.59
227,Belaya Gora,RU,6/6/2021 11:45,68.5333,146.4167,36.86,96,100,14.72
228,Harper,LR,6/6/2021 11:43,4.375,-7.7169,82.29,75,63,4.88
229,Lagoa,PT,6/6/2021 11:42,39.05,-27.9833,63.95,88,99,14.32
230,Porto Novo,BJ,6/6/2021 11:47,6.4965,2.6036,87.62,59,85,9.98
231,Viedma,AR,6/6/2021 11:42,-40.8135,-62.9967,44.08,58,69,5.77
232,Fortuna,US,6/6/2021 11:43,40.5982,-124.1573,52.2,72,90,3
233,Pacifica,US,6/6/2021 11:44,37.6138,-122.4869,56.82,87,1,5.01
234,Athboy,IE,6/6/2021 11:47,53.6186,-6.9206,63.28,59,2,4.12
235,Kaeo,NZ,6/6/2021 11:45,-35.1,173.7833,62.33,92,100,17.34
236,San Giorgio Del Sannio,IT,6/6/2021 11:47,41.0696,14.8522,77.13,30,87,10.63
237,Narsaq,GL,6/6/2021 11:42,60.9167,-46.05,55.62,68,100,2.71
238,Cherskiy,RU,6/6/2021 11:42,68.75,161.3,62.74,46,9,10.27
239,Victoria,HK,6/6/2021 11:41,22.2855,114.1577,86.32,71,15,8.99
240,Yantzaza,EC,6/6/2021 11:47,-3.8278,-78.7594,66.09,99,100,0.47
241,Caldas Novas,BR,6/6/2021 11:47,-17.7417,-48.625,73.56,56,99,7.07
242,Iqaluit,CA,6/6/2021 11:42,63.7506,-68.5145,31.73,93,90,5.01
243,Haines Junction,CA,6/6/2021 11:45,60.7522,-137.5108,44.55,87,74,5.75
244,Cabo San Lucas,MX,6/6/2021 11:40,22.8909,-109.9124,77.81,64,54,9.57
245,Blama,SL,6/6/2021 11:47,7.8736,-11.3433,86.05,64,77,2.71
246,Tiksi,RU,6/6/2021 11:42,71.6872,128.8694,45.09,63,92,8.68
247,Ketchikan,US,6/6/2021 11:45,55.3422,-131.6461,48.18,100,90,0
248,Sitka,US,6/6/2021 11:40,57.0531,-135.33,48.09,87,75,4.61
249,Asfi,MA,6/6/2021 11:47,32.2994,-9.2372,74.59,64,42,19.39
250,San Jose,US,6/6/2021 11:45,37.3394,-121.895,56.79,80,1,1.99
251,Kargat,RU,6/6/2021 11:47,55.1956,80.2811,69.42,65,35,16.08
252,Lufilufi,WS,6/6/2021 11:47,-13.8745,-171.5986,76.78,76,19,5.35
253,Kerekegyhaza,HU,6/6/2021 11:47,46.9372,19.4781,80.65,50,29,7.78
254,Grindavik,IS,6/6/2021 11:45,63.8424,-22.4338,52.56,81,75,10.92
255,Lavrentiya,RU,6/6/2021 11:42,65.5833,-171,30.9,88,98,9.17
256,Tura,IN,6/6/2021 11:45,25.5198,90.2201,78.3,90,38,4.14
257,Pangoa,PE,6/6/2021 11:47,-12.1167,-73,66.63,99,91,2.21
258,Visnes,NO,6/6/2021 11:43,59.3556,5.2242,62.11,77,40,9.22
259,Tiznit,MA,6/6/2021 11:47,29.5833,-9.5,83.89,28,72,8.75
260,Esperance,AU,6/6/2021 11:42,-33.8667,121.9,58.84,76,65,21.45
261,Vung Tau,VN,6/6/2021 11:43,10.346,107.0843,84.58,76,100,13.47
262,Talnakh,RU,6/6/2021 11:42,69.4865,88.3972,33.6,95,100,4.94
263,Piacabucu,BR,6/6/2021 11:47,-10.4056,-36.4344,80.15,74,19,8.34
264,Yakovlevka,RU,6/6/2021 11:47,44.425,133.4772,53.67,95,37,2.33
265,Hukuntsi,BW,6/6/2021 11:47,-24,21.75,64.58,28,0,19.35
266,Tanout,NE,6/6/2021 11:47,14.9709,8.8879,99.79,21,95,7.31
267,Dangriga,BZ,6/6/2021 11:47,16.9692,-88.2321,82.36,79,67,12.97
268,Sovetsk,RU,6/6/2021 11:47,55.0839,21.8785,70.79,51,2,9.71
269,Ilulissat,GL,6/6/2021 11:43,69.2167,-51.1,37.42,81,83,6.91
270,Seydi,TM,6/6/2021 11:47,39.4816,62.9137,109.06,9,3,17.09
271,Sioux Lookout,CA,6/6/2021 11:45,50.1001,-91.917,64.78,94,90,6.91
272,Boende,CD,6/6/2021 11:47,-0.2167,20.8667,72.68,97,100,2.57
273,Hithadhoo,MV,6/6/2021 11:42,-0.6,73.0833,83.46,71,86,11.39
274,Chekhov,RU,6/6/2021 11:47,55.1431,37.4711,70.86,80,86,7.85
275,Buala,SB,6/6/2021 11:47,-8.145,159.5921,79.83,82,5,3.53
276,Dingle,PH,6/6/2021 11:43,10.9995,122.6711,78.33,81,100,1.48
277,Kanniyakumari,IN,6/6/2021 11:47,8.0833,77.5667,83.68,76,99,20.2
278,Zlitan,LY,6/6/2021 11:47,32.4674,14.5687,87.46,28,61,13.35
279,Santiago,CL,6/6/2021 11:43,-33.4569,-70.6483,55.85,66,75,0.51
280,Norman Wells,CA,6/6/2021 11:42,65.282,-126.8329,41.04,93,90,12.66
281,Huruesti,RO,6/6/2021 11:47,46.2667,27.25,72.32,48,38,8.79
282,Magadan,RU,6/6/2021 11:47,59.5667,150.8,43.05,89,100,4.74
283,Iturama,BR,6/6/2021 11:46,-19.7281,-50.1956,74.64,52,100,4.61
284,Beian,NO,6/6/2021 11:47,63.6559,9.5683,63.91,88,75,5.75
285,Ust-Maya,RU,6/6/2021 11:47,60.4167,134.5333,64.87,73,100,5.44
286,Oranjestad,AW,6/6/2021 11:47,12.524,-70.027,82.35,78,20,5.01
287,Chiredzi,ZW,6/6/2021 11:47,-21.05,31.6667,68.94,45,59,7.27
288,Port-Cartier,CA,6/6/2021 11:47,50.0334,-66.8654,55.92,57,25,1.25
289,Greenville,US,6/6/2021 11:47,35.6127,-77.3663,74.28,97,90,5.75
290,Winder,US,6/6/2021 11:44,33.9926,-83.7202,73.22,95,40,0
291,Ushtobe,KZ,6/6/2021 11:47,45.2514,77.9838,78.15,16,0,16.42
292,Ahipara,NZ,6/6/2021 11:43,-35.1667,173.1667,60.75,91,100,15.55
293,Gempol,ID,6/6/2021 11:47,-7.1827,111.6137,81.09,76,68,4.23
294,Gravdal,NO,6/6/2021 11:47,68.1214,13.5031,67.89,40,0,11.5
295,Kindu,CD,6/6/2021 11:47,-2.95,25.95,86.49,51,100,2.89
296,Hasaki,JP,6/6/2021 11:42,35.7333,140.8333,68.4,91,100,4.5
297,Canton,CN,6/6/2021 11:46,23.1167,113.25,87.75,58,60,5.7
298,Guymon,US,6/6/2021 11:47,36.6828,-101.4816,66.2,88,90,13.8
299,Cairns,AU,6/6/2021 11:47,-16.9167,145.7667,69.75,73,75,10.36
300,Guerrero Negro,MX,6/6/2021 11:42,27.9769,-114.0611,60.19,91,100,6.89
301,Ambatofinandrahana,MG,6/6/2021 11:44,-20.55,46.8,59.13,70,81,13.38
302,Port Lincoln,AU,6/6/2021 11:45,-34.7333,135.8667,60.22,64,97,13.51
303,Akdepe,TM,6/6/2021 11:47,42.0551,59.3788,102.29,15,2,12.73
304,Qasigiannguit,GL,6/6/2021 11:47,68.8193,-51.1922,37.65,80,72,4.05
305,Matagami,CA,6/6/2021 11:47,49.7502,-77.6328,44.71,93,1,5.39
306,Moose Factory,CA,6/6/2021 11:47,51.2585,-80.6094,42.8,87,40,4.61
307,Xiongyue,CN,6/6/2021 11:47,40.1774,122.1228,69.33,60,4,3.62
308,Vryburg,ZA,6/6/2021 11:47,-26.9566,24.7284,63.41,21,0,13.67
